source,target,value,sweep_2,sweep_3,sweep_4,sweep_5
Parent self-esteem,Prosocial behaviour,1.4603296e-05,Self-regulation),Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour
Parent self-esteem,Peer relationship problems,2.6230002e-05,Self-regulation),Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent self-esteem,Smoking,0.00010582827,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Alcohol,5.79745e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Cognition (vocabulary),1.54694e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Illegal behaviour,2.6244834e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Bullies others,4.5420817e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Truancy,6.44263e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Self-harm,2.1284497e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Wellbeing,1.9260035e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Self-esteem,2.9515906e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Negative feelings,1.9348354e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Emotional dysfunction,0.00031840737,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Hyperactivity/inattention,2.1180384e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Peer relationship problems,7.263648e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Peer relationship problems,2.3423145e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Peer relationship problems
Parent self-esteem,Conduct problems,1.6816899e-05,Emotional dysfunction,Emotional dysfunction,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,1.6329208e-05,Emotional dysfunction,Emotional dysfunction,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,2.9326975e-05,Emotional dysfunction,Emotional dysfunction,Peer relationship problems,Peer relationship problems
Parent self-esteem,Alcohol,2.0395346e-05,Emotional dysfunction,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Hyperactivity/inattention,6.535771e-05,Emotional dysfunction,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,5.5440243e-05,Emotional dysfunction,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent self-esteem,Emotional dysfunction,2.303855e-05,Conduct problems,Household chaos,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Conduct problems,2.1055237e-05,Conduct problems,Household chaos,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,1.5380077e-05,Conduct problems,Household chaos,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Smoking,3.773621e-05,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Alcohol,2.0672527e-05,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Bullies others,1.619614e-05,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Truancy,2.2973109e-05,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Emotional dysfunction,0.00011353759,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Peer relationship problems,2.5900692e-05,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Hyperactivity/inattention,2.2170718e-05,Conduct problems,Conduct problems,Cognition (reading),Hyperactivity/inattention
Parent self-esteem,Smoking,2.4712543e-05,Conduct problems,Conduct problems,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Truancy,1.504454e-05,Conduct problems,Conduct problems,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Emotional dysfunction,7.435306e-05,Conduct problems,Conduct problems,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Peer relationship problems,1.6961745e-05,Conduct problems,Conduct problems,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Alcohol,1.6774016e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Cognition (vocabulary),1.4701968e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Self-harm,2.8056855e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Wellbeing,1.5830672e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Self-esteem,2.1138125e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Negative feelings,2.1639142e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Peer relationship problems,2.3049815e-05,Conduct problems,Conduct problems,Conduct problems,Plays sports
Parent self-esteem,Smoking,1.6493963e-05,Conduct problems,Conduct problems,Conduct problems,Cognition (vocabulary)
Parent self-esteem,Cognition (vocabulary),2.8975792e-05,Conduct problems,Conduct problems,Conduct problems,Cognition (vocabulary)
Parent self-esteem,Truancy,1.7597642e-05,Conduct problems,Conduct problems,Conduct problems,Cognition (vocabulary)
Parent self-esteem,Smoking,2.911375e-05,Conduct problems,Conduct problems,Conduct problems,Feelings (anger)
Parent self-esteem,Alcohol,2.149795e-05,Conduct problems,Conduct problems,Conduct problems,Feelings (anger)
Parent self-esteem,Illegal behaviour,2.139238e-05,Conduct problems,Conduct problems,Conduct problems,Feelings (anger)
Parent self-esteem,Bullies others,3.2674387e-05,Conduct problems,Conduct problems,Conduct problems,Feelings (anger)
Parent self-esteem,Negative feelings,1.6266815e-05,Conduct problems,Conduct problems,Conduct problems,Feelings (anger)
Parent self-esteem,Smoking,1.5920536e-05,Conduct problems,Conduct problems,Conduct problems,Emotional dysfunction
Parent self-esteem,Emotional dysfunction,4.7900397e-05,Conduct problems,Conduct problems,Conduct problems,Emotional dysfunction
Parent self-esteem,Smoking,0.0003942095,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Alcohol,0.00018401288,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Cognition (vocabulary),6.275847e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Illegal behaviour,0.00018611037,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Bullies others,0.00023818052,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Truancy,0.00027391824,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Self-harm,0.00024962003,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Wellbeing,4.5280103e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Self-esteem,1.6170161e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Negative feelings,8.022622e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Emotional dysfunction,6.5506865e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Conduct problems,0.0008178194,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00013367571,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Peer relationship problems,3.1483898e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Prosocial behaviour,0.00024089002,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Parent self-esteem,Smoking,2.4471037e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Alcohol,5.5893917e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Truancy,1.5733118e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Self-harm,1.938459e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Wellbeing,2.1793914e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Conduct problems,2.1499802e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Hyperactivity/inattention,0.00017911431,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent self-esteem,Alcohol,1.957398e-05,Conduct problems,Conduct problems,Conduct problems,Peer relationship problems
Parent self-esteem,Peer relationship problems,8.138492e-05,Conduct problems,Conduct problems,Conduct problems,Peer relationship problems
Parent self-esteem,Self-harm,1.8123777e-05,Conduct problems,Conduct problems,Conduct problems,Prosocial behaviour
Parent self-esteem,Conduct problems,1.653669e-05,Conduct problems,Conduct problems,Conduct problems,Prosocial behaviour
Parent self-esteem,Peer relationship problems,1.594957e-05,Conduct problems,Conduct problems,Conduct problems,Prosocial behaviour
Parent self-esteem,Prosocial behaviour,0.00015102682,Conduct problems,Conduct problems,Conduct problems,Prosocial behaviour
Parent self-esteem,Emotional dysfunction,1.6238799e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Emotional dysfunction
Parent self-esteem,Conduct problems,2.3960723e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Conduct problems
Parent self-esteem,Smoking,2.532697e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Alcohol,5.7848938e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Truancy,1.628342e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Self-harm,2.0062611e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Wellbeing,2.2556207e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Conduct problems,2.2251808e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Hyperactivity/inattention,0.00018537925,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,1.9078268e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Peer relationship problems
Parent self-esteem,Alcohol,2.105079e-05,Conduct problems,Conduct problems,Peer relationship problems,Peer relationship problems
Parent self-esteem,Cognition (vocabulary),1.4777605e-05,Conduct problems,Conduct problems,Peer relationship problems,Peer relationship problems
Parent self-esteem,Peer relationship problems,8.7525215e-05,Conduct problems,Conduct problems,Peer relationship problems,Peer relationship problems
Parent self-esteem,Prosocial behaviour,0.00011896221,Conduct problems,Conduct problems,Prosocial behaviour,Prosocial behaviour
Parent self-esteem,Conduct problems,2.8675258e-05,Conduct problems,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent self-esteem,Emotional dysfunction,2.0453495e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent self-esteem,Smoking,1.45473305e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent self-esteem,Conduct problems,3.017961e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent self-esteem,Smoking,3.1900458e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Alcohol,7.286334e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Cognition (vocabulary),1.5874279e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Illegal behaviour,1.5249873e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Truancy,2.05097e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Self-harm,2.5269761e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Wellbeing,2.8410557e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Conduct problems,2.8027152e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Hyperactivity/inattention,0.00023349351,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
